4	35.38	0.156205793746583	0.317946793242727
3.6	34.99	0.147187805201382	0.314569294167968
3.2	34.47	0.138622689340526	0.310065962068289
2.8	33.6	0.0977560739800858	0.302531541055364
2.6	33.28	0.0926512277306675	0.299760259763254
2.4	32.94	0.0876598539811697	0.296815773390387
2.2	32.28	0.082802475808396	0.291100005725409
2	31.99	0.0781040972036679	0.288588532054434
1.8	31.86	0.0735951764723749	0.287462699029515
1.6	31.29	0.0693126972494939	0.282526354227943
1.4	31.07	0.0653012251033623	0.280621098339618
1.2	30.69	0.0411855557204222	0.277330201805237
1.1	30.4	0.038590802012915	0.274818728134262
1	30.01	0.0360589794642056	0.271441229059503
0.9	29.76	0.0336043151990931	0.269276165550041
0.8	29.36	0.031244999599936	0.265812063934904
0.7	28.92	0.0290043100245464	0.262001552158252
0.6	28.16	0.0269118932815958	0.25541975908949
0.5	27.14	0.0180346887968714	0.246586299970889
0.4	25.44	0.0156284996080878	0.231863868106554
0.3	22.92	0.0103077640640442	0.210040027931186
0.2	18.11	0.00782623792124926	0.168384206009154
0.1	5.83	0.00364005494464026	0.0620362864244253
