0.05	0.05	0.000663953	0.001870829
0.1	0.1	0.000750555	0.003640055
0.153	0.15	0.000842354	0.006745369
0.252	0.25	0.001013827	0.009027735
0.399	0.4	0.001268439	0.0156285
0.497	0.5	0.00143818	0.018034689
0.604	0.6	0.001623509	0.026911893
0.803	0.8	0.001968187	0.031245
0.296	0.3	0.001090037	0.013462912
0.2	0.2	0.00092376	0.007826238

